address,capital,company_id,company_name,description,foundation_date,industry,ipo_type,phone,president_name,twitter_screen_name,url
東京都,718100,10548,株式会社ユーザベース,ユーザベースは、「経済情報の力で、誰もがビジネスを楽しめる世界をつくる」をパーパスに、経済情報プラットフォーム「SPEEDA」や、ソーシャル経済メディア「NewsPicks」などのサービスを運営しています。,2008-4,情報通信,,,稲垣裕介 /  佐久間衡,uzabase,http://www.uzabase.com/
東京都港区港南2-15-1,0,1337,STマイクロエレクトロニクス,,0-0,製造業,未上場,03-5783-8220,マルコ・カッシス,,http://www.st.com/jp
東京都江東区永代二丁目37番28号,0,112665,株式会社テプコシステムズ,,1977-07,情報通信,未上場,,権田　勇治,,https://www.tepsys.co.jp/
東京都杉並区高円寺北２－６－２高円寺センタービル７F,0,20019,株式会社オミカレ,,2015-11,情報通信,未上場,,西村晃,omicale_com,https://omicale.co.jp/
東京都千代田区神田錦町2-7,0,12580,株式会社シーエムシー・リサーチ,,1984-4,サービス業,未上場,03-3293-7053,初田　竜也,,http://cmcre.com/
東京都千代田区四番町6番11号,20000,2194,株式会社伊勢半,,,商業（卸売業、小売業）,未上場,03-3262-3111,澤田　晴子,,http://www.isehan.co.jp/
長野県大町市大町,4200,114413,株式会社市野屋,1865年（慶応元年）創業。代表ブランドの龍水泉をはじめ、北アルプスの麓・信濃大町から「今を生きる酒」を醸しています。,1931-03,製造業,未上場,,佐藤大輔,,https://ichinoya.com
東京都千代田区麹町4丁目2-6,10000,22451,株式会社ネットプロテクションズ,,2000-1,サービス業,未上場,03-4588-6843,柴田　紳,,https://corp.netprotections.com/
奈良県奈良市三条大路3丁目2-7-1,7000,88472,株式会社イムラ,奈良県・大阪府で吉野杉や珪藻土など自然素材をふんだんに使用した、健康的な注文住宅やリノベーション住宅をつくり続けている会社です。,1927-4,建設業,未上場,0742-36-5515,井村　義嗣,,https://imura-k.com
東京都杉並区上高井戸1-8-17,1000,49295,株式会社医学映像教育センター,看護学・医学・健康に関わる映像教材をクラウド配信する学校機関向け教育DXソリューションを提供しています。電子書籍とタブレットで学べるデジタル教科書の企画販売や作業療法士・理学療法士向け国家試験対策ソリューション「スマコク」の提供も行っています。,1978-2,0,未上場,03-3329-1241,勝政 和生,igakueizou,https://www.igakueizou.co.jp/
東京都千代田区神田小川町,0,62771,株式会社　プロエージェント,,0-0,金融・保険業,未上場,03-5282-8202,三輪　久,,https://proagent.co.jp/
東京都港区六本木7丁目7番7号,0,98554,PassPay株式会社,PassPay株式会社は2022年2月に創業し、2022年3月22日よりERC20自家型前払式支払手段として日本円連動ステーブルコイン「JPYW(JPYWorld)」を発行、販売しています。我々はステーブルコインを実生活で利用する上での「バーチャルとリアルの壁」「国境の壁」「現在と未来の壁」という3つの壁を“Pass(解決)”するソリューションを提供していきます。,2022-02,情報通信,未上場,,北野義勝,passpayio,https://www.passpay.io/
東京都港区南青山2-23-8,0,38481,Tesla Motors Japan合同会社,,0-0,商業（卸売業、小売業）,未上場,0120-966-774,-,,
東京都新宿区新宿7丁目26-7,100,41786,StockSun株式会社,,2017-7,情報通信,未上場,,岩野　圭佑,,https://stock-sun.com
東京都渋谷区神宮前2丁目34-17,330000,55920,株式会社DouYu Japan,株式会社DouYu Japanが運営するライブ配信サービス「Mildom」は、PC・家庭用ゲームやスマホゲームを誰でも手軽に配信、視聴できるライブ配信サービスです。ゲーム実況プレイなどの配信者が創り出すコンテンツだけでなく、esports大会などのゲームイベントの生放送を含め、さまざまなエンタメを中心に多くの人々が楽しめるプラットフォームを目指しています。,2019-8,情報通信,未上場,03-6868-8925,本澤 圭介,Mildom_Official,https://www.mildom.com/
東京都港区赤坂7-1-16,10000,42830,株式会社アイエスエフネット,,2000-1,情報通信,未上場,03-5786-2300,渡邉幸義,isfnet_official,https://www.isfnet.co.jp/
東京都千代田区麹町5-7-1,0,18505,株式会社マッシュホールディングス,,2012-8,商業（卸売業、小売業）,未上場,03-3261-2851,近藤 広幸,,http://www.mash-holdings.com/
東京都千代田区九段北4-2-29,0,9728,株式会社世界文化ホールディングス,世界文化社グループは、あらゆる時代において、人々の信頼に応え、良質なコンテンツ・商品・サービスを創り、満足感をお届けします。,1946-2,情報通信,未上場,03-3262-5111,鈴木美奈子,sebunmedia,http://www.sekaibunka.com/
東京都千代田区大手町1丁目6−1,10000,54018,JPYC株式会社,JPYC株式会社は2019年11月に創業し、2021年1月27日に日本初のERC20自家型前払式支払手段として日本円連動ステーブルコイン「JPYC」を発行、販売しています。ブロックチェーン推進協会(BCCC)や日本資金決済業協会に加盟し、2021年9月28日にはJPYC販売金額が2億円を突破しました。親和性の高い事業者・官公庁自治体との業務提携を積極的に進めて「社会のジレンマを突破」していきます。,2019-11,商業（卸売業、小売業）,未上場,,岡部典孝,jcam_official,https://jpyc.co.jp/
東京都渋谷区恵比寿西1丁目26番7号,0,31270,日本ライフレイ株式会社,"日本ライフレイ株式会社は、Liferay, Inc.（米国）の日本支社として2012年に設立されて以来、日本国内のお客様へ大企業向けポータル製品の提供を行っています。",2012-7,情報通信,未上場,03-5456-5796,クレイグ・カネコ,,http://www.liferay.co.jp/
東京都新宿区新宿,0,116480,株式会社バリューアドバイザーズ,,2013-02,金融・保険業,未上場,03-5341-4676,五十嵐修平,,https://value-advisers.co.jp/
東京都渋谷区南平台町16番17号,2703700,9848,カルチュア・コンビニエンス・クラブ株式会社,,1985-9,商業（卸売業、小売業）,未上場,03-6800-4500,増田宗昭,,https://store.tsite.jp/
東京都港区港南1-6-31,1901000,41736,ウエスタンデジタル,,1970-4,製造業,未上場,,小池淳義,,https://www.westerndigital.com/ja-jp
愛知県一宮市本町4-22-10,135000,63342,モリリン株式会社,,,商業（卸売業、小売業）,未上場,,森俊輔,,https://www.moririn.co.jp/
福岡県福岡市中央区赤坂１丁目１６−５ ,2905,50421,株式会社シフトセブンコンサルティング,,2006-7,情報通信,未上場,092-406-6747,井本 憲史,,https://www.shift7.jp/
神奈川県川崎市幸区大宮町1310番,9900,25635,株式会社ローソンストア１００,ローソンストア100は、献立応援コンビニへ。近くにあって便利なお店としてお客様の毎日の食を提案します。,2013-11,商業（卸売業、小売業）,未上場,044-201-7001,佐藤　隆史,lawsonstore_100,http://store100.lawson.co.jp/company/
東京都新宿区新宿1-4-10,0,2663,株式会社アイデム,,1971-2,サービス業,未上場,03-5269-8711,椛山　亮,,https://www.aidem.co.jp
東京都品川区東品川2-4-11,8000,3269,株式会社ジャルパック,,,サービス業,未上場,03-5715-8120,平井　登,jalpakcojp,http://jalpak.jp/
東京都千代田区九段北1-8-10,1000,12005,株式会社ヨックモック,バターをふんだんに使ったロール状クッキー「シガール」を代表とする東京・青山のクッキーブランド。1969年の誕生以来、「菓子は人間の生活に欠くことのできないものである」という想いを胸に、まごころを込めたお菓子づくりを続けています。​人と人とをつなぐ贈答品や手土産として、愛され続ける美味しさです。,,製造業,未上場,03-6327-3110,藤縄 武士,yokumoku_jp,https://www.yokumoku.co.jp/
東京都渋谷区渋谷2-24-12,0,33706,A Inc.,株式会社A（エース、代表取締役CEO 中嶋泰)は『人の可能性に光を当てる』をミッションに、インフルエンサーマーケティングのパイオニアとして、主にファッションブランド様やコスメブランド様の成長をサポートして参りました。透明で実直なインフルエンサーマーケティングのプロフェッショナルとして企業様のパートナーとなり確かな信頼を生活者と築いていくことを支援し続けます。,0-0,情報通信,未上場,,中嶋 泰,,http://acetokyo.com/
東京都千代田区九段南1-5-5,9950,80271,株式会社ナビット,,2001-01,情報通信,未上場,03-5215-5713,福井　泰代,,https://www.navit-j.com/
東京都中央区京橋2-2-1,0,98612,アリババ株式会社,,2008-05,情報通信,未上場,03-6777-0165,岡田 聡良,,
"24 Hevron Rd., Jerusalem, Israel",0,92846,MagniLearn LTD,http://www.magnilearn.com/?lang=ja,2019-12,0,未上場,,Hadar Abramovich,,https://www.magnilearn.com/?lang=ja
東京都千代田区神田錦町2-7,0,12580,株式会社シーエムシー・リサーチ,,1984-4,サービス業,未上場,03-3293-7053,初田　竜也,,http://cmcre.com/
佐賀県唐津市南城内1-1,0,12788,ジャパン・コスメティックセンター,,2013-11,0,未上場,0955-53-8700,山﨑　信二,,http://www.jcc-k.com
大阪府大阪市北区曽根崎新地1-13-22　WeWork 御堂筋フロンティア,10000,21661,株式会社ネクイノ,,2016-6,0,未上場,06-6147-9556,石井 健一,,http://nextinnovation-inc.co.jp
東京都渋谷区渋谷3-6-2 ,100,35922,株式会社リアリゼイション,,2017-7,情報通信,未上場,,森垣洋平,,https://reali-zation.com/
東京都世田谷区成城2-33-13,0,77934,株式会社キャリアボット,CAREER BOTは日本の大学キャリア教育のパイオニアである株式会社岡崎人事コンサルタント（以下、「岡崎人事」）の新規事業プロジェクトとして発足した組織になります（2021年4月に株式会社化）。まずは大学キャリア教育業界においてAIとxRを活用したサービスを開発していきます。,2021-3,サービス業,未上場,,岡崎浩二,,https://careerbot.tokyo/
東京都渋谷区恵比寿四丁目20番1号,53886,12361,サッポロホールディングス株式会社,,1949-9,商業（卸売業、小売業）,東証1部,,尾賀　真城,,
"23,Samseong-ro 76-gil, Gangnam-gu, Seoul, 06184, Korea",0,96821,株式会社 VT COSMETICS,,,製造業,未上場,,Jeong Cheol,VTCosmetics_JP,https://www.vtcosmetics.jp/
東京都渋谷区富ヶ谷1-3-8,3190,9745,グリーンモンスター株式会社,「お金の勉強にお金はいらない！」-「株たす」「トウシカ」「FXなび」など「体験型投資学習アプリ」シリーズを運営するグリーンモンスター。ユーザー体験に寄り添ったプロダクト開発を強みに、投資学習と金融教育のオープン化と無償化を目指してるらしいよ。,2013-7,情報通信,未上場,03-6304-7647,小川亮,GreMonApps,https://greenmonster.co.jp
東京都港区南青山 1 丁目12-3,30000,24407,ストックマーク株式会社,,2016-11,情報通信,未上場,,林 達,Stockmark_japan,https://stockmark.co.jp/
千葉県安房郡鋸南町大六1032,3475,20203,株式会社R.project,,2006-11,サービス業,未上場,03-3490-9611,丹埜倫,,http://rprojectjapan.com/
東京都港区六本木1-4-5,0,103582,Skydio合同会社,Skydio合同会社は、AI・Visual SALMによる自律飛行技術や障害物回避技術を搭載したドローンを開発・製造する米国最大のドローンメーカーです。マニュアル操作ドローンでは飛行や撮影が困難であった非GPS環境や磁界環境下での優れた飛行を実現。さらにSkydio 3D Scan™ 機能により複雑な構造物もシンプルな操作で撮影し、高精度で忠実な3Dモデルを提供します。,2020-10,情報通信,未上場,,柿島英和,,https://www.skydio.com/
東京都港区新橋2-19-10,10000,2492,株式会社TVer,民放テレビ局がひとつに！安心安全なコンテンツを無料で視聴できる民放公式テレビ配信サービス「TVer」、テレビ番組と「TVer」をもっと楽しめるエンタメ情報サイト「TVerプラス」、民放テレビ局によるオリンピック公式競技動画公式サイト「gorin.jp」、テレビ関連ビジネスに携わる方などに向けての情報ポータル「Screens」などを運営しています。※2020年7月、プレゼントキャストから社名変更。,2006-4,情報通信,未上場,,若生　伸子,TVer_official,https://tver.co.jp/
東京都港区白金1丁⽬17-3　,167000,18462,株式会社ウェルモ,,2013-4,情報通信,未上場,03-6205-7308,筒井祐智,,https://www.welmo.co.jp/
東京都渋谷区恵比寿4-20-3,1000,62280,トゥプル・ジャパン合同会社,,2017-11,情報通信,未上場,03-5789-5215,菅野　真一,,https://www.tupl.com
京都府京都市南区上鳥羽高畠町,100,107896,M&S TRADING 合同会社,M&S TRADING LLCは世界中の商品をあなたの元に届ける会社です。また、シンプルかつコストパフォーマンスにこだわる商品を販売しています。,2022-01,商業（卸売業、小売業）,未上場,070-8949-3407,NAOYA KOTANI,,https://www.muchas-sonrisas.com/
千葉県柏市若柴178-4,0,61516,アジア・アントレプレナーシップ・アワード運営委員会,,,サービス業,未上場,,各務茂夫,,https://aea.events/j/
東京都千代田区神田神保町1-105,17800,29460,株式会社ニューバランス ジャパン,,1988-12,商業（卸売業、小売業）,未上場,03-5577-2300,久保田伸一,,http://shop.newbalance.jp/shop/
新宿区西新宿7-7-26,0,47899,株式会社頼人,,2017-6,サービス業,未上場,03-6555-3480,石原 健司,,https://risin.co.jp/
大阪府大阪市中央区東心斎橋1-11-17,810000,67685,西尾レントオール株式会社,西尾レントオールは、「レンタル」という概念が日本でまだ目新しかった1965年に創業した総合レンタル業のパイオニア企業です。 現在、「レンタル」は企業経営において大きな役目を果たすシステムとして広く浸透し、リースと共に数多くの企業に活用されています。,1959-10,サービス業,東証1部,06-6251-7302,西尾　公志,,http://nishio-rent.co.jp/
兵庫県神戸市東灘区向洋町中6-9,5000,23061,ソックコウベ株式会社,,1991-3,商業（卸売業、小売業）,未上場,078-858-8711,日ノ本欽也,aimerfeel,https://sockkobe.co.jp/
愛知県名古屋市中区丸の内2-18-22,11325,27317,株式会社N2i,株式会社N2iは「誰もがチャレンジできる世界を創る」ことをミッションとして、名古屋と東京を拠点にビジネス用途向けのSaaS（Software as a Service）を企画・開発・提供しています。,2017-5,情報通信,未上場,052-746-9238,篭橋裕紀,N2i_inc,https://n2i.jp/
東京都文京区小石川2-1-1,1000,87010,株式会社リソースクリエイション,"大手求人広告を取り扱う代理店として1,000社以上の企業と取引。他にも人材紹介、RPO（採用アウトソーシング）、採用向けSNSの運用代行など、人材に関するサービスを幅広く展開。長年築き上げたノウハウを活かして採用成功の支援をしています。",2015-04,サービス業,未上場,03-5615-9990,髙田 桂太郎,,https://rc-group.co.jp
東京都千代田区麹町3-5-2,5000,48039,株式会社イマジナ,私たちにはNYでの創業以来、人事コンサルティングを起点とした2700社以上の豊富な実績と経験があります。これまで培ってきた＜人を活かす＞ための環境・制度づくりノウハウ。「ブランドはそこで働いている社員によって創られる。」私たちはそう考えているからこそ、“企業の内側から“想いを浸透させていきます。社内浸透から外部への発信や魅せ方まで、マーケティングの視点も掛け合わせ、企業価値を向上させます。,2006-6,サービス業,未上場,03-3511-5525,関野吉記,imajina1209,https://www.imajina.com/
愛知県名古屋市中区栄5丁目26番地39号,100,93294,株式会社レビュー,株式会社レビューはWEBメディアを通じて、日々の『選ぶ』をお手伝いしたい！という思いを持った会社です。,2022-01,情報通信,未上場,090-3375-3290,戸田悟,,https://jafmate.co.jp/
新潟県新潟市北区新崎2661番地,8677,63435,株式会社栗山米菓,,1949-2,製造業,未上場,,栗山敏昭,,https://www.befco.jp
石川県金沢市示野町西2,1500,45234,株式会社石川ツエーゲン,,0-0,サービス業,未上場,076-254-5081,米沢　寛,zweigen_staff,http://www.zweigen-kanazawa.jp/
東京都新宿区市谷田町2-17,1000,21621,株式会社ボーダレス・ジャパン,"社会問題解決を目的とする""ソーシャルビジネス""だけを行う会社として2007年に創業。 国内最大規模の社会起業家のプラットフォームとして、 世界15カ国で45のソーシャルビジネスを展開。 従業員は約1,500名、 グループ年商は55億円を超える(2022年1月現在)。 様々な社会問題をビジネスで解決する独自の仕組みが評価され、 「グッドデザイン賞」「日本でいちばん大切にしたい会社大賞」を受賞。 ",2007-3,商業（卸売業、小売業）,未上場,03-5227-6980,田口一成,BORDERLESSJAPAN,https://www.borderless-japan.com/
東京都港区海岸一丁目２－２０,1000,54842,マジセミ株式会社,,2018-1,情報通信,未上場,03-6721-8548,寺田雄一,OSS_News,https://majisemi.com/service/
東京都新宿区西新宿6-22-1,42542,8585,株式会社バルテック,価値あるテクノロジーをコンセプトに株式会社バルテックを中心とするVALTEC グループは「IT・ネットワーク事業」「ショップ＆サービス事業」「金融事業」を柱とした事業展開を行っています。グループ各社の個性と専門領域を活かしたグループシナジーにより、社会の課題をあらゆる方向から解決する技術を提供いたします。,1993-3,情報通信,未上場,03-5330-1165,吉江 秀馨 ,ValtecPressRoom,https://www.webjapan.co.jp/
神奈川県川崎市幸区古市場1-15,1050,73883,株式会社エレメント,弊社では、損害保険・少額短期保険会社の各種商品の概要について解説し、ご紹介しております。日々の生活からレジャーや旅行など、もしもの時に備えておきたいのが保険です。また、弊社ではペット保険などの保険を取り扱っておりますので大切な家族の万が一にも安心です。,2004-3,情報通信,未上場,03-5428-6601,近藤　勉,ElementGroup_pr,https://element-gr.jp/company/
東京都渋谷区松濤一丁目5番3号,34206,24030,株式会社Birdman ,,2012-7,サービス業,マザーズ,03-6865-1320,伊達晃洋,,https://birdman.tokyo/
東京都品川区西五反田7丁目22-17,39122,51115,株式会社クロスビット ,,2016-4,情報通信,未上場,050-3188-9824,小久保孝咲,,https://x-bit.co.jp/
東京都新宿区西新宿2-7-1,100000,74396,一般財団法人　日本国際協力センター,一般財団法人日本国際協力センター(JICE)は、1977年3月に設立され、我が国と諸外国との互恵関係の強化に資する事業を通じて、国際社会の発展に寄与することを組織の目的としています。現在、「留学生受入支援」「国際研修」「国際交流」に加え、日本国内における「多文化共生」や「日本語教育」などを通じて、我が国の国際協力活動の一端を担っています。,1977-3,0,未上場,03-6838-2700,吉田　耕三,,https://www.jice.org
東京都中央区日本橋堀留町,0,110485,株式会社丸紅フットウェア,イフミーは「子どもたちの健やかな成長を育む」をコンセプトに、早稲田大学スポーツ科学学術院と丸紅フットウェアが産学協同で開発しています。,,商業（卸売業、小売業）,未上場,03-3665-0135,稲冨 治郎,,https://ifme.jp/
東京都港区台場1-6-1,0,4514,マーリン・エンターテイメンツ・ジャパン株式会社,,2011-5,サービス業,海外市場,,井上 千鶴,LEGOLANDTokyo,http://www.merlinentertainments.biz/en/homepage.aspx
東京都中央区日本橋2-7-1,980000,1244,株式会社DMM.com証券,,2007-7,金融・保険業,未上場,03-3517-3280,谷川　龍二,,http://fx.dmm.com/
東京都台東区清川1-21-5,0,43140,株式会社World map,,2016-2,サービス業,未上場,03-6453-8171,新里和樹,,
群馬県前橋市本町2-2-15,990,52360,白井屋ホテル株式会社,,2019-12,0,未上場,027-231-4618,矢村 功,,https://www.shiroiya.com/
岐阜県中津川市茄子川112-2,4000,105650,株式会社銀の森コーポレーション,,,商業（卸売業、小売業）,未上場,0573-64-2501,渡邉好作,,http://ginnomori.info/
